-0.98584294,7.30768,6.439086
-0.96430755,7.2957163,6.3768725
-0.96430755,7.2909307,6.3744793
-0.9834501,7.2382884,6.4295144
-0.95473623,7.219146,6.407979
-0.95473623,7.283752,6.3625154
-0.9403793,7.3172517,6.35773
-0.9619147,7.331609,6.4366927
-0.9906286,7.3579297,6.5084777
-1.0289137,7.3363943,6.530013
-1.0336994,7.338787,6.489335
-0.99302137,7.3746796,6.4869423
-0.9882358,7.3340015,6.489335
-0.9906286,7.3052874,6.5371914
-1.0289137,7.3052874,6.501299
-1.012164,7.300502,6.4438715
-0.971486,7.2861447,6.391229
-0.95473623,7.322037,6.407979
-0.9499506,7.3363943,6.4295144
-0.9762716,7.3172517,6.448657
-1.0097711,7.3100734,6.4031935
-1.0049855,7.338787,6.384051
-0.98584294,7.3435726,6.4414787
-0.9738788,7.3172517,6.501299
-0.96430755,7.30768,6.489335
-0.9595219,7.348358,6.422336
-0.9236295,7.379465,6.439086
-0.93559366,7.391429,6.4797635
-0.9667004,7.3435726,6.530013
-0.9667004,7.3052874,6.5108705
-0.98584294,7.3028946,6.465407
-0.9619147,7.338787,6.4055862
-0.9834501,7.3435726,6.4008007
-1.026521,7.331609,6.424729
-1.0504491,7.30768,6.4271216
-1.0743774,7.3052874,6.391229
-1.0504491,7.3363943,6.3864436
-1.0145568,7.3363943,6.35773
-0.9619147,7.30768,6.3218374
-0.95712906,7.298109,6.2691956
-0.9403793,7.3196445,6.290731
-0.88295156,7.3698936,6.314659
-0.85184485,7.3435726,6.3314085
-0.86859465,7.3052874,6.3792653
-0.9212367,7.2933235,6.3768725
-0.93559366,7.3172517,6.3792653
-0.8997013,7.312466,6.4271216
-0.863809,7.30768,6.4965134
-0.88295156,7.312466,6.5611196
-0.9068798,7.353144,6.5252275
-0.9451649,7.365108,6.5228343
-0.9667004,7.3746796,6.5371914
-1.0289137,7.3746796,6.558727
-1.0600204,7.381858,6.546763
-1.0983056,7.353144,6.5659056
-1.1174482,7.355537,6.541977
-1.0959128,7.381858,6.4558353
-1.0504491,7.3770723,6.410372
-1.0552348,7.322037,6.4271216
-1.0695918,7.3292155,6.424729
-1.0336994,7.312466,6.364908
-1.0001999,7.3172517,6.350551
-0.9738788,7.355537,6.4008007
-0.9379865,7.3435726,6.448657
-0.89013004,7.372287,6.4271216
-0.8781659,7.3603225,6.4199433
-0.83988076,7.3459654,6.4462643
-0.849452,7.331609,6.4821568
-0.8470592,7.3196445,6.4845495
-0.8255238,7.300502,6.424729
-0.8207382,7.3028946,6.3792653
-0.8063812,7.3052874,6.3792653
-0.8709874,7.3172517,6.393622
-0.91166544,7.331609,6.4271216
-0.9810573,7.331609,6.4031935
-0.96909314,7.367501,6.3792653
-0.9667004,7.3866434,6.4271216
-0.9906286,7.3770723,6.4606214
-1.0193424,7.355537,6.465407
-1.0576276,7.372287,6.4175506
-1.0648061,7.365108,6.3888364
-1.0408778,7.3770723,6.4055862
-1.0480564,7.3698936,6.398408
-1.0576276,7.365108,6.3960147
-1.0600204,7.391429,6.3457656
-1.0313065,7.338787,6.32423
-1.0097711,7.3603225,6.3457656
-1.0145568,7.3746796,6.4175506
-1.0073783,7.350751,6.4606214
-0.9619147,7.338787,6.4366927
-0.9403793,7.32443,6.4271216
-0.863809,7.348358,6.4031935
-0.8470592,7.314859,6.4295144
-0.90448695,7.300502,6.439086
-0.86141616,7.3268228,6.448657
-0.8327023,7.3435726,6.3768725
-0.82313097,7.331609,6.3792653
-0.90448695,7.2957163,6.4199433
-0.9379865,7.2957163,6.3960147
-0.96430755,7.3196445,6.381658
-0.9762716,7.355537,6.4055862
-0.9738788,7.350751,6.4869423
-1.0600204,7.3698936,6.532406
-1.1270195,7.3866434,6.5371914
-1.1365907,7.4033933,6.472585
-1.0935199,7.4344997,6.4055862
-1.0576276,7.4416785,6.3960147
-1.0289137,7.405786,6.3792653
-1.0313065,7.3579297,6.3960147
-1.0097711,7.34118,6.3744793
-0.98584294,7.355537,6.3314085
-0.93559366,7.3196445,6.3314085
-0.91405827,7.2861447,6.3696938
-0.9451649,7.2622166,6.448657
-0.930808,7.281359,6.4438715
-0.90448695,7.3028946,6.463014
-0.8997013,7.3340015,6.532406
-0.9619147,7.381858,6.5371914
-0.9523434,7.393822,6.501299
-0.9619147,7.4033933,6.5108705
-0.95473623,7.391429,6.491728
-0.930808,7.372287,6.5108705
-0.9451649,7.355537,6.4606214
-0.97866446,7.314859,6.4151573
-1.0001999,7.3172517,6.367301
-1.0097711,7.331609,6.355337
-1.0073783,7.3100734,6.3720865
-1.0001999,7.3100734,6.391229
-1.0289137,7.322037,6.3960147
-1.0025927,7.3698936,6.391229
-1.0001999,7.3746796,6.3888364
-0.97866446,7.3842506,6.4343
-0.9667004,7.3746796,6.458228
-0.9619147,7.355537,6.4869423
-0.96430755,7.3435726,6.4701924
-0.9403793,7.3459654,6.4677997
-0.9068798,7.30768,6.4701924
-0.8925229,7.3196445,6.4845495
-0.89491564,7.300502,6.458228
-0.9236295,7.3196445,6.4199433
-0.9619147,7.348358,6.424729
-0.9667004,7.355537,6.4462643
-0.96909314,7.3627152,6.4677997
-0.9667004,7.379465,6.4462643
-0.9667004,7.372287,6.4175506
-1.0145568,7.3746796,6.431907
-1.0169497,7.365108,6.45105
-1.0145568,7.3746796,6.439086
-0.997807,7.355537,6.410372
-0.9834501,7.3292155,6.364908
-0.9619147,7.3292155,6.35773
-0.930808,7.331609,6.3744793
-0.8925229,7.353144,6.355337
-0.9092726,7.353144,6.364908
-0.9212367,7.353144,6.3864436
-0.9451649,7.3842506,6.3864436
-0.9619147,7.3698936,6.422336
-0.93320084,7.3363943,6.424729
-0.9236295,7.331609,6.4031935
-0.94755775,7.350751,6.407979
-0.9499506,7.372287,6.4534426
-0.9499506,7.372287,6.458228
-0.9906286,7.353144,6.463014
-1.0193424,7.3340015,6.4462643
-1.0456635,7.3196445,6.4008007
-1.0217353,7.322037,6.4055862
-0.99302137,7.3100734,6.4343
-1.0408778,7.3172517,6.4773707
-1.0839486,7.338787,6.45105
-1.0600204,7.3842506,6.4151573
-1.0217353,7.3866434,6.422336
-1.0097711,7.405786,6.4462643
-0.9834501,7.3866434,6.4175506
-0.9523434,7.379465,6.410372
-0.8877372,7.3579297,6.35773
-0.85184485,7.34118,6.3744793
-0.8662018,7.3196445,6.410372
-0.8925229,7.274181,6.4199433
-0.8925229,7.2646093,6.4199433
-0.87338024,7.2502527,6.4151573
-0.8781659,7.2622166,6.4821568
-0.9284152,7.3100734,6.5347986
-0.97866446,7.3196445,6.5611196
-0.997807,7.3698936,6.5659056
-0.9667004,7.4177504,6.503692
-0.94277215,7.4033933,6.4845495
-0.9906286,7.381858,6.4965134
-1.026521,7.3459654,6.4773707
-1.0289137,7.312466,6.410372
-1.0049855,7.314859,6.3194447
-1.0025927,7.3052874,6.2931237
-1.0025927,7.3268228,6.343373
-1.0169497,7.2861447,6.364908
-1.038485,7.3028946,6.398408
